Top Ranking															
	Market ALL (SET+mai)														
165	THAI27C1905A	0.17	0.19	0.18	0.18	5.88	"740,000.00"	"140,400.00"	"740,000.00"	"140,400.00"	1.48	"9,000,000.00"	-	-	-
166	PTTG01P1901B	0.17	0.18	0.15	0.18	5.88	"12,660,500.00"	"2,165,233.00"	"12,660,500.00"	"2,165,233.00"	21.44	"10,630,800.00"	-	-	-
167	APURE-W2	0.17	0.18	0.16	0.18	5.88	"223,800.00"	"39,680.00"	"223,800.00"	"39,680.00"	0.23	"17,248,745.70"	-	-	-
168	SE-ED	2.84	3	2.88	3	5.63	"6,800.00"	"19,910.00"	"6,801.00"	"19,913.08"	N/A	"1,175,833,254.00"	N/A	1.01	N/A
169	SUPE19C1906A	0.18	0.19	0.18	0.19	5.56	"90,000.00"	"16,600.00"	"90,000.00"	"16,600.00"	0.08	"22,800,000.00"	-	-	-
170	BBL28C1904A	0.18	0.2	0.19	0.19	5.56	"5,490,000.00"	"1,048,215.00"	"5,490,000.00"	"1,048,215.00"	7.04	"14,820,000.00"	-	-	-
171	DTAC01C1905B	0.36	0.38	0.38	0.38	5.56	"1,752,800.00"	"666,064.00"	"1,752,800.00"	"666,064.00"	1.86	"35,754,200.00"	-	-	-
172	TRUE08P1902A	0.18	0.2	0.17	0.19	5.56	"5,207,600.00"	"934,040.00"	"5,207,600.00"	"934,040.00"	6.51	"15,200,000.00"	-	-	-
173	TOP06C1903A	0.18	0.21	0.18	0.19	5.56	"1,483,700.00"	"286,152.00"	"1,483,700.00"	"286,152.00"	2.47	"11,400,000.00"	-	-	-
174	BKD-W2	0.18	0.21	0.18	0.19	5.56	"9,720,400.00"	"1,916,933.00"	"9,720,466.00"	"1,916,944.88"	2.71	"68,158,128.48"	-	-	-
175	CFRESH	4	4.44	4.22	4.22	5.5	"300,500.00"	"1,304,062.00"	"300,500.00"	"1,304,062.00"	0.06	"1,956,179,312.00"	31.87	1.04	N/A
176	JMT	11	11.6	11.1	11.6	5.45	"2,041,700.00"	"23,091,290.00"	"2,041,799.00"	"23,092,398.80"	0.23	"10,300,694,115.20"	21.75	3.14	2.8
177	JCKH	0.55	0.58	0.55	0.58	5.45	"1,200.00"	684	"1,201.00"	684.58	N/A	"362,661,049.76"	N/A	2.38	N/A
178	XO-W1	6.45	6.85	6.8	6.8	5.43	200	"1,365.00"	202	"1,376.50"	N/A	"475,941,329.60"	-	-	-
179	SCB19C1905A	0.37	0.39	0.37	0.39	5.41	"1,106,200.00"	"429,204.00"	"1,106,200.00"	"429,204.00"	0.92	"46,800,000.00"	-	-	-
180	NOBLE	14.9	15.7	14.9	15.7	5.37	"661,700.00"	"10,136,110.00"	"661,700.00"	"10,136,110.00"	0.15	"7,166,597,447.50"	14.73	1.07	1.08
181	WHA01P1906A	0.56	0.6	0.55	0.59	5.36	"14,934,800.00"	"8,652,680.00"	"14,934,800.00"	"8,652,680.00"	28.74	"30,662,300.00"	-	-	-
182	S5006P1903C	0.57	0.63	0.48	0.6	5.26	"9,312,300.00"	"4,982,171.00"	"9,312,300.00"	"4,982,171.00"	15.52	"36,000,000.00"	-	-	-
183	TRUE01P1902A	0.57	0.6	0.57	0.6	5.26	"7,190,800.00"	"4,239,852.00"	"7,190,800.00"	"4,239,852.00"	6.72	"64,182,000.00"	-	-	-
184	TCAP13C1901A	0.19	0.21	0.18	0.2	5.26	"8,174,500.00"	"1,591,038.00"	"8,174,500.00"	"1,591,038.00"	6.81	"24,000,000.00"	-	-	-
185	MACO-W2	0.19	0.21	0.19	0.2	5.26	"3,607,200.00"	"721,440.00"	"3,607,200.00"	"721,440.00"	0.26	"275,108,562.80"	-	-	-
186	SAWA01C1901B	0.39	0.43	0.4	0.41	5.13	"6,741,200.00"	"2,778,092.00"	"6,741,200.00"	"2,778,092.00"	4.51	"61,233,500.00"	-	-	-
187	IVL01P1903B	0.59	0.62	0.57	0.62	5.08	"4,766,500.00"	"2,825,846.00"	"4,766,500.00"	"2,825,846.00"	5.77	"51,224,400.00"	-	-	-
188	BANP01P1903B	0.59	0.62	0.55	0.62	5.08	"8,347,100.00"	"4,937,526.00"	"8,347,100.00"	"4,937,526.00"	10.73	"48,217,400.00"	-	-	-
189	AOT16C1912A	0.79	0.83	0.8	0.83	5.06	"8,000.00"	"6,590.00"	"8,000.00"	"6,590.00"	0.02	"33,200,000.00"	-	-	-
190	TPIP13C1908A	0.2	0.21	0.21	0.21	5	"431,800.00"	"90,678.00"	"431,800.00"	"90,678.00"	0.22	"42,000,000.00"	-	-	-
191	S5008P1903A	0.6	0.66	0.53	0.63	5	"28,919,600.00"	"16,822,321.00"	"28,919,600.00"	"16,822,321.00"	28.92	"63,000,000.00"	-	-	-
192	ESSO01C1906B	0.2	0.23	0.21	0.21	5	"2,040,400.00"	"446,593.00"	"2,040,400.00"	"446,593.00"	3.24	"13,215,300.00"	-	-	-
193	WHA27P1905A	0.4	0.42	0.4	0.42	5	"870,000.00"	"356,350.00"	"870,000.00"	"356,350.00"	1.74	"21,000,000.00"	-	-	-
194	EGCO01C1903B	0.4	0.43	0.4	0.42	5	"6,671,500.00"	"2,782,221.00"	"6,671,500.00"	"2,782,221.00"	13.38	"20,937,000.00"	-	-	-
195	S5013P1903B	0.61	0.67	0.54	0.64	4.92	"548,658,200.00"	"325,143,631.00"	"552,658,200.00"	"327,359,631.00"	251.21	"140,800,000.00"	-	-	-
196	TU	16.3	17.3	17	17.1	4.91	"20,672,600.00"	"354,626,130.00"	"20,673,291.00"	"354,637,975.30"	0.43	"81,598,044,981.60"	22.71	1.92	3.86
197	ITEL-W1	0.41	0.44	0.41	0.43	4.88	"2,410,700.00"	"1,037,108.00"	"2,410,700.00"	"1,037,108.00"	0.96	"107,496,635.25"	-	-	-
198	WHAU13C1905A	0.21	0.22	0.21	0.22	4.76	"3,239,400.00"	"710,693.00"	"3,239,400.00"	"710,693.00"	2.7	"26,400,000.00"	-	-	-
199	SAWA24C1910A	0.84	0.88	0.87	0.88	4.76	"20,800.00"	"18,301.00"	"20,800.00"	"18,301.00"	0.04	"44,000,000.00"	-	-	-
200	MINT07C1906A	0.21	0.22	0.22	0.22	4.76	"5,000.00"	"1,100.00"	"5,000.00"	"1,100.00"	0.01	"11,000,000.00"	-	-	-
201	PTTE23C1906A	0.21	0.24	0.21	0.22	4.76	"5,382,100.00"	"1,257,562.00"	"5,382,100.00"	"1,257,562.00"	10.76	"11,000,000.00"	-	-	-
202	PTTG08P1904A	0.63	0.66	0.6	0.66	4.76	"2,632,900.00"	"1,666,580.00"	"2,632,900.00"	"1,666,580.00"	3.29	"52,800,000.00"	-	-	-
203	TMB01P1903A	0.42	0.44	0.42	0.44	4.76	"1,480,000.00"	"635,400.00"	"1,480,000.00"	"635,400.00"	1.95	"33,426,800.00"	-	-	-
204	SAWA28C1902A	0.21	0.23	0.22	0.22	4.76	"1,532,100.00"	"337,594.00"	"1,532,100.00"	"337,594.00"	1.7	"19,800,000.00"	-	-	-
205	UPOIC	4.28	4.48	4.48	4.48	4.67	"1,000.00"	"4,480.00"	"1,000.00"	"4,480.00"	N/A	"1,451,744,000.00"	N/A	1.39	2.23
206	SVI	4.92	5.15	4.94	5.15	4.67	"8,135,500.00"	"41,060,167.00"	"8,135,612.00"	"41,060,623.96"	0.36	"11,668,609,312.15"	15.85	1.5	1.63
207	ECL	1.72	1.85	1.74	1.8	4.65	"7,438,500.00"	"13,447,467.00"	"7,438,500.00"	"13,447,467.00"	0.67	"1,995,943,039.20"	16.03	1.16	1.85
208	KCE	27	28.5	26.75	28.25	4.63	"6,316,400.00"	"175,378,325.00"	"6,316,446.00"	"175,379,608.00"	0.54	"33,131,419,087.00"	14.84	2.86	3.89
209	CNT	1.95	2.18	1.98	2.04	4.62	"827,600.00"	"1,716,046.00"	"827,606.00"	"1,716,057.40"	0.08	"2,096,924,453.76"	N/A	1.24	4.84
210	SCB24C1905A	0.44	0.46	0.45	0.46	4.55	"300,500.00"	"138,225.00"	"300,500.00"	"138,225.00"	0.6	"23,000,000.00"	-	-	-
211	SGP28C1904A	0.22	0.23	0.2	0.23	4.55	"1,529,600.00"	"334,091.00"	"1,529,600.00"	"334,091.00"	3.4	"10,350,000.00"	-	-	-
212	IVL28P1904A	0.22	0.23	0.21	0.23	4.55	"3,751,800.00"	"841,620.00"	"3,751,800.00"	"841,620.00"	10.14	"8,510,000.00"	-	-	-
213	SAWA13C1903A	0.22	0.23	0.23	0.23	4.55	"3,746,600.00"	"861,718.00"	"3,746,600.00"	"861,718.00"	3.12	"27,600,000.00"	-	-	-
214	CKP11C1910A	0.23	0.25	0.24	0.24	4.35	"1,763,000.00"	"428,720.00"	"1,763,000.00"	"428,720.00"	3.53	"12,000,000.00"	-	-	-
215	S5028P1903A	0.92	0.97	0.83	0.96	4.35	"67,891,500.00"	"59,541,387.00"	"67,891,500.00"	"59,541,387.00"	128.1	"50,880,000.00"	-	-	-
216	GLOB23C1906A	0.23	0.26	0.24	0.24	4.35	"5,192,600.00"	"1,277,038.00"	"5,192,600.00"	"1,277,038.00"	10.39	"12,000,000.00"	-	-	-
217	TOP11C1905A	0.23	0.26	0.23	0.24	4.35	"1,155,100.00"	"279,284.00"	"1,155,100.00"	"279,284.00"	1.49	"18,552,000.00"	-	-	-
218	GUNK24C1909A	0.47	0.49	0.49	0.49	4.26	"300,000.00"	"147,000.00"	"300,000.00"	"147,000.00"	0.6	"24,500,000.00"	-	-	-
219	ORI11C1909A	0.47	0.52	0.48	0.49	4.26	"4,545,100.00"	"2,269,745.00"	"4,545,100.00"	"2,269,745.00"	17.89	"12,446,000.00"	-	-	-
220	BANP27P1905A	0.47	0.49	0.47	0.49	4.26	"2,400,000.00"	"1,137,850.00"	"2,400,000.00"	"1,137,850.00"	4.8	"24,500,000.00"	-	-	-
221	ADVA01C1905A	0.47	0.5	0.48	0.49	4.26	"3,008,300.00"	"1,468,526.00"	"3,008,300.00"	"1,468,526.00"	2.85	"51,655,800.00"	-	-	-
222	CKP19C1902A	0.47	0.55	0.49	0.49	4.26	"1,287,500.00"	"660,180.00"	"1,287,500.00"	"660,180.00"	1.07	"58,800,000.00"	-	-	-
223	S5013P1903C	0.48	0.52	0.41	0.5	4.17	"726,348,300.00"	"331,759,887.00"	"732,948,300.00"	"335,092,887.00"	229.05	"160,000,000.00"	-	-	-
224	HANA19C1906A	0.24	0.26	0.25	0.25	4.17	"1,018,500.00"	"263,365.00"	"1,018,500.00"	"263,365.00"	0.85	"30,000,000.00"	-	-	-
225	TCAP11C1909A	0.24	0.25	0.24	0.25	4.17	"796,000.00"	"194,200.00"	"796,000.00"	"194,200.00"	1.82	"10,925,000.00"	-	-	-
226	PTT11C1909A	0.24	0.27	0.25	0.25	4.17	"1,525,000.00"	"396,090.00"	"1,525,000.00"	"396,090.00"	1.69	"22,500,000.00"	-	-	-
227	KTB27C1905A	0.24	0.25	0.25	0.25	4.17	"90,000.00"	"22,500.00"	"90,000.00"	"22,500.00"	0.18	"12,500,000.00"	-	-	-
228	DTAC01C1905A	0.48	0.51	0.49	0.5	4.17	"2,273,000.00"	"1,136,496.00"	"2,273,000.00"	"1,136,496.00"	2.32	"49,045,000.00"	-	-	-
229	PTT01C1904A	0.24	0.29	0.25	0.25	4.17	"26,044,600.00"	"7,008,055.00"	"26,044,600.00"	"7,008,055.00"	26.36	"24,705,000.00"	-	-	-
230	PTTG01P1901A	0.72	0.75	0.67	0.75	4.17	"5,865,400.00"	"4,247,568.00"	"5,865,400.00"	"4,247,568.00"	13.08	"33,630,000.00"	-	-	-
231	JAS-W3	1.68	1.79	1.73	1.75	4.17	"582,600.00"	"1,024,324.00"	"582,624.00"	"1,024,367.20"	0.04	"2,304,993,474.00"	-	-	-
232	GCAP	2.4	2.7	2.42	2.5	4.17	"2,050,900.00"	"5,272,966.00"	"2,050,901.00"	"5,272,968.62"	1.03	"500,000,000.00"	20.35	2.29	3.47
233	BEAU01P1902A	1.21	1.3	1.17	1.26	4.13	"33,586,200.00"	"41,777,617.00"	"33,586,200.00"	"41,777,617.00"	76.35	"55,427,400.00"	-	-	-
234	SAWA08C1902A	0.74	0.79	0.77	0.77	4.05	"447,000.00"	"347,339.00"	"447,000.00"	"347,339.00"	0.56	"61,600,000.00"	-	-	-
235	MTC06C1901A	0.99	1.05	1.03	1.03	4.04	"433,000.00"	"450,630.00"	"433,000.00"	"450,630.00"	0.72	"61,800,000.00"	-	-	-
236	ESSO19C1906A	0.25	0.28	0.26	0.26	4	"1,536,800.00"	"427,625.00"	"1,536,800.00"	"427,625.00"	1.28	"31,200,000.00"	-	-	-
237	S5001P1902B	1	1.05	0.87	1.04	4	"52,885,300.00"	"51,307,627.00"	"52,885,300.00"	"51,307,627.00"	86.37	"63,679,200.00"	-	-	-
238	SPRC	10	10.5	10.2	10.4	4	"28,347,700.00"	"292,903,620.00"	"28,613,801.00"	"295,671,064.80"	0.66	"45,093,382,100.00"	5.17	1.07	10.99
239	ADVA19C1905A	0.51	0.54	0.51	0.53	3.92	"4,128,500.00"	"2,163,128.00"	"4,128,500.00"	"2,163,128.00"	3.44	"63,600,000.00"	-	-	-
240	MTC11C1904A	0.51	0.54	0.53	0.53	3.92	"806,900.00"	"431,388.00"	"806,900.00"	"431,388.00"	1.25	"34,238,000.00"	-	-	-
241	HTECH	5.1	5.3	5.15	5.3	3.92	"406,000.00"	"2,122,240.00"	"406,000.00"	"2,122,240.00"	0.14	"1,590,001,802.00"	9.69	1.52	3.96
242	GUNK13C1905A	0.26	0.28	0.26	0.27	3.85	"1,579,500.00"	"430,500.00"	"1,579,500.00"	"430,500.00"	1.32	"32,400,000.00"	-	-	-
243	BANP01P1905A	0.52	0.54	0.51	0.54	3.85	"12,307,400.00"	"6,460,458.00"	"12,307,400.00"	"6,460,458.00"	16.73	"39,722,400.00"	-	-	-
244	SAWA11C1906A	0.52	0.55	0.54	0.54	3.85	"302,200.00"	"163,951.00"	"302,200.00"	"163,951.00"	0.35	"46,764,000.00"	-	-	-
245	ADVA28C1905A	0.53	0.57	0.54	0.55	3.77	"10,355,200.00"	"5,759,995.00"	"10,355,200.00"	"5,759,995.00"	22.51	"25,300,000.00"	-	-	-
246	ITEL	3.2	3.36	3.22	3.32	3.75	"999,500.00"	"3,301,458.00"	"999,514.00"	"3,301,503.72"	0.1	"3,320,000,000.00"	25.44	2.12	1.3
247	S5006P1903A	1.07	1.13	0.97	1.11	3.74	"1,826,300.00"	"1,905,287.00"	"1,826,300.00"	"1,905,287.00"	3.04	"66,600,000.00"	-	-	-
248	TVO19C1906A	0.27	0.29	0.28	0.28	3.7	"366,600.00"	"103,750.00"	"366,600.00"	"103,750.00"	0.31	"33,600,000.00"	-	-	-
249	SCB13C1905A	0.27	0.29	0.28	0.28	3.7	"2,928,500.00"	"838,840.00"	"2,928,500.00"	"838,840.00"	2.44	"33,600,000.00"	-	-	-
250	MTC19C1903A	0.27	0.29	0.28	0.28	3.7	"2,162,800.00"	"616,394.00"	"2,162,800.00"	"616,394.00"	1.8	"33,600,000.00"	-	-	-
251	SCB01C1904A	0.27	0.29	0.28	0.28	3.7	"1,959,100.00"	"567,789.00"	"1,959,100.00"	"567,789.00"	2.67	"20,535,200.00"	-	-	-
252	CPAL27C1903A	0.27	0.28	0.28	0.28	3.7	"90,000.00"	"25,200.00"	"90,000.00"	"25,200.00"	0.18	"14,000,000.00"	-	-	-
253	EMC <C >	0.27	0.28	0.27	0.28	3.7	"1,169,400.00"	"319,005.00"	"1,169,400.00"	"319,005.00"	0.01	"2,361,451,333.64"	37.85	1.39	N/A
254	SAWA01C1901A	0.82	0.86	0.84	0.85	3.66	"1,719,600.00"	"1,465,682.00"	"1,719,600.00"	"1,465,682.00"	1.08	"134,997,000.00"	-	-	-
255	S5001P1904B	0.83	0.86	0.75	0.86	3.61	"1,937,800.00"	"1,565,250.00"	"1,937,800.00"	"1,565,250.00"	2.76	"60,406,400.00"	-	-	-
256	MVP	1.38	1.43	1.39	1.43	3.62	"614,800.00"	"865,496.00"	"614,800.00"	"865,496.00"	0.31	"286,000,000.00"	N/A	1.81	N/A
257	JMT-W2	1.95	2.06	1.96	2.02	3.59	"308,400.00"	"619,738.00"	"308,400.00"	"619,738.00"	0.14	"448,434,889.40"	-	-	-
258	ESSO28C1906A	0.28	0.31	0.29	0.29	3.57	"2,814,800.00"	"862,267.00"	"2,814,800.00"	"862,267.00"	2.56	"31,900,000.00"	-	-	-
259	CPF11C1910A	0.56	0.58	0.58	0.58	3.57	"700,000.00"	"406,000.00"	"700,000.00"	"406,000.00"	0.78	"52,200,000.00"	-	-	-
260	SPAL19C1906A	0.28	0.3	0.29	0.29	3.57	"1,252,200.00"	"368,438.00"	"1,252,200.00"	"368,438.00"	1.04	"34,800,000.00"	-	-	-
261	PTTG06P1903A	0.28	0.3	0.25	0.29	3.57	"2,606,000.00"	"739,350.00"	"2,606,000.00"	"739,350.00"	4.34	"17,400,000.00"	-	-	-
262	CBG06P1903A	1.72	1.78	1.59	1.78	3.49	"379,800.00"	"626,574.00"	"379,800.00"	"626,574.00"	1.27	"53,400,000.00"	-	-	-
263	GLOB01C1903A	0.29	0.34	0.3	0.3	3.45	"18,510,600.00"	"6,000,817.00"	"18,510,600.00"	"6,000,817.00"	44.85	"12,381,000.00"	-	-	-
264	CK01P1902A	0.29	0.3	0.28	0.3	3.45	"2,303,800.00"	"674,549.00"	"2,303,800.00"	"674,549.00"	4.4	"15,705,000.00"	-	-	-
265	MTC19C1901A	0.58	0.61	0.6	0.6	3.45	"1,257,600.00"	"763,037.00"	"1,257,600.00"	"763,037.00"	1.05	"72,000,000.00"	-	-	-
266	GEL	0.29	0.31	0.29	0.3	3.45	"4,278,000.00"	"1,283,417.00"	"48,278,068.00"	"14,483,431.48"	0.89	"1,619,363,156.70"	N/A	0.34	N/A
267	ROBI01C1903B	0.3	0.32	0.29	0.31	3.33	"2,839,100.00"	"855,117.00"	"2,839,100.00"	"855,117.00"	6.53	"13,478,800.00"	-	-	-
268	SAWA06C1903A	1.2	1.25	1.24	1.24	3.33	"572,400.00"	"711,001.00"	"572,400.00"	"711,001.00"	0.95	"74,400,000.00"	-	-	-
269	FVC-W2	0.3	0.36	0.31	0.31	3.33	"1,715,800.00"	"567,927.00"	"1,715,800.00"	"567,927.00"	1.24	"43,024,964.17"	-	-	-
270	S5001P1901B	1.21	1.27	1.04	1.25	3.31	"10,586,800.00"	"12,073,310.00"	"10,586,800.00"	"12,073,310.00"	25.28	"52,350,000.00"	-	-	-
271	BFIT	18.1	19.1	18.1	18.7	3.31	"153,500.00"	"2,860,330.00"	"153,553.00"	"2,861,320.90"	0.07	"4,123,329,373.90"	10.9	1.68	0.15
272	ASIAN	7.6	8.05	7.85	7.85	3.29	"8,447,100.00"	"67,036,395.00"	"8,447,239.00"	"67,037,480.90"	1.56	"4,260,411,259.65"	11.47	1.6	3.66
273	IVL01P1903A	0.92	0.95	0.89	0.95	3.26	"5,096,900.00"	"4,697,033.00"	"5,096,900.00"	"4,697,033.00"	8.5	"56,990,500.00"	-	-	-
274	THE	1.53	1.58	1.53	1.58	3.27	"269,900.00"	"420,144.00"	"269,900.00"	"420,144.00"	0.02	"1,741,255,052.80"	13.03	0.95	6.32
275	DTAC23C1906A	0.31	0.32	0.32	0.32	3.23	"3,400,000.00"	"1,088,000.00"	"3,400,000.00"	"1,088,000.00"	6.8	"16,000,000.00"	-	-	-
276	TRUE01P1905A	0.62	0.64	0.61	0.64	3.23	"5,499,200.00"	"3,457,208.00"	"5,499,200.00"	"3,457,208.00"	6.86	"51,308,800.00"	-	-	-
277	CGH	0.93	1	0.93	0.96	3.23	"7,203,100.00"	"7,086,415.00"	"7,203,100.00"	"7,086,415.00"	0.17	"4,163,430,128.64"	77.85	0.69	3.65
278	AF	0.62	0.65	0.64	0.64	3.23	"39,400.00"	"25,286.00"	"39,400.00"	"25,286.00"	N/A	"1,024,000,000.00"	15.69	1.82	5.39
279	ABPIF	6.3	6.6	6.35	6.5	3.17	"516,800.00"	"3,356,720.00"	"516,810.00"	"3,356,801.00"	0.09	"3,900,000,000.00"	-	0.84	13.38
280	TOP07C1908A	0.32	0.34	0.33	0.33	3.13	"12,000.00"	"4,050.00"	"12,000.00"	"4,050.00"	0.02	"16,500,000.00"	-	-	-
281	IVL01P1905A	0.64	0.66	0.61	0.66	3.13	"12,083,900.00"	"7,752,277.00"	"12,083,900.00"	"7,752,277.00"	19.69	"40,497,600.00"	-	-	-
282	IRPC27P1905A	0.32	0.33	0.31	0.33	3.13	"370,000.00"	"120,200.00"	"370,000.00"	"120,200.00"	0.74	"16,500,000.00"	-	-	-
283	THAN13C1905A	0.33	0.35	0.31	0.34	3.03	"2,700,500.00"	"905,919.00"	"2,700,500.00"	"905,919.00"	2.25	"40,800,000.00"	-	-	-
284	EGCO01C1903A	0.66	0.68	0.65	0.68	3.03	"2,721,200.00"	"1,843,077.00"	"2,721,200.00"	"1,843,077.00"	5.23	"35,414,400.00"	-	-	-
285	BANP01P1903A	0.99	1.02	0.97	1.02	3.03	"8,139,200.00"	"8,129,013.00"	"8,139,200.00"	"8,129,013.00"	11.99	"69,268,200.00"	-	-	-
286	YUASA	10	10.7	10.1	10.3	3	"22,800.00"	"236,980.00"	"22,800.00"	"236,980.00"	0.02	"1,108,537,500.00"	10.09	1.75	2.33
287	BCPG11C1910A	0.34	0.36	0.34	0.35	2.94	"760,000.00"	"268,200.00"	"760,000.00"	"268,200.00"	2.08	"12,810,000.00"	-	-	-
288	ADVA13C1905A	0.68	0.7	0.68	0.7	2.94	"14,254,900.00"	"9,893,836.00"	"14,254,900.00"	"9,893,836.00"	11.88	"84,000,000.00"	-	-	-
289	SAWA19C1903A	0.34	0.36	0.35	0.35	2.94	"1,234,800.00"	"437,391.00"	"1,234,800.00"	"437,391.00"	1.03	"42,000,000.00"	-	-	-
290	DTAC01C1902A	0.68	0.7	0.7	0.7	2.94	"971,300.00"	"679,910.00"	"971,300.00"	"679,910.00"	0.65	"104,272,000.00"	-	-	-
291	SGP13C1905A	0.35	0.36	0.32	0.36	2.86	"10,995,000.00"	"3,749,728.00"	"10,995,000.00"	"3,749,728.00"	9.16	"43,200,000.00"	-	-	-
292	S5001P1903F	1.05	1.1	0.93	1.08	2.86	"269,381,800.00"	"271,206,342.00"	"269,381,800.00"	"271,206,342.00"	269.38	"108,000,000.00"	-	-	-
293	BANP42P1903A	0.7	0.72	0.69	0.72	2.86	"3,358,000.00"	"2,359,620.00"	"3,358,000.00"	"2,359,620.00"	8.4	"28,800,000.00"	-	-	-
294	DTAC13C1904A	0.36	0.37	0.37	0.37	2.78	"2,385,000.00"	"882,450.00"	"2,385,000.00"	"882,450.00"	1.99	"44,400,000.00"	-	-	-
295	ADVA01C1905B	0.36	0.39	0.36	0.37	2.78	"9,684,700.00"	"3,613,350.00"	"9,684,700.00"	"3,613,350.00"	11.39	"31,450,000.00"	-	-	-
296	DTAC01C1902B	0.36	0.38	0.37	0.37	2.78	"1,568,400.00"	"581,628.00"	"1,568,400.00"	"581,628.00"	1	"58,004,900.00"	-	-	-
297	THAI01P1901A	0.72	0.74	0.67	0.74	2.78	"1,578,600.00"	"1,120,244.00"	"1,578,600.00"	"1,120,244.00"	5.17	"22,584,800.00"	-	-	-
298	TOA01C1907A	0.37	0.39	0.38	0.38	2.7	"250,400.00"	"96,578.00"	"250,400.00"	"96,578.00"	0.41	"22,978,600.00"	-	-	-
299	PTT13C1906A	0.37	0.42	0.37	0.38	2.7	"33,073,300.00"	"13,101,571.00"	"58,073,300.00"	"23,351,571.00"	48.39	"45,600,000.00"	-	-	-
300	ROBI27C1905A	0.37	0.38	0.36	0.38	2.7	"1,260,000.00"	"469,350.00"	"1,260,000.00"	"469,350.00"	2.52	"19,000,000.00"	-	-	-
301	IVL08P1903A	0.37	0.38	0.34	0.38	2.7	"2,586,000.00"	"934,321.00"	"2,586,000.00"	"934,321.00"	4.31	"22,800,000.00"	-	-	-
302	SMT-W2	0.37	0.38	0.38	0.38	2.7	"10,000.00"	"3,800.00"	"10,000.00"	"3,800.00"	N/A	"79,464,005.14"	-	-	-
303	PTG24C1905A	0.76	0.78	0.78	0.78	2.63	"55,500.00"	"43,290.00"	"55,500.00"	"43,290.00"	0.11	"39,000,000.00"	-	-	-
304	GPSC01P1902A	1.52	1.59	1.5	1.56	2.63	"4,584,500.00"	"7,123,328.00"	"4,584,500.00"	"7,123,328.00"	9.62	"74,365,200.00"	-	-	-
305	S5013P1903A	1.15	1.22	1.03	1.18	2.61	"212,589,600.00"	"236,313,090.00"	"212,589,600.00"	"236,313,090.00"	96.63	"259,600,000.00"	-	-	-
306	TACC	2.32	2.4	2.32	2.38	2.59	"345,300.00"	"817,746.00"	"345,300.00"	"817,746.00"	0.06	"1,447,040,000.00"	15.67	2.23	7.56
307	LIT	5.8	6.1	5.85	5.95	2.59	"514,300.00"	"3,079,895.00"	"514,312.00"	"3,079,966.35"	0.23	"1,313,277,490.70"	8.75	1.23	5.36
308	DTAC19C1904A	0.39	0.4	0.39	0.4	2.56	"5,497,500.00"	"2,198,600.00"	"5,497,500.00"	"2,198,600.00"	4.58	"48,000,000.00"	-	-	-
309	SELIC	2.34	2.4	2.38	2.4	2.56	"100,200.00"	"239,818.00"	"100,200.00"	"239,818.00"	0.04	"672,000,000.00"	81.2	1.85	1.13
310	RPC	0.39	0.4	0.39	0.4	2.56	"187,900.00"	"73,551.00"	"187,950.00"	"73,567.00"	0.01	"521,865,650.00"	N/A	0.41	N/A
311	TITLE	7.85	8.1	7.75	8.05	2.55	"1,656,100.00"	"13,269,025.00"	"1,656,104.00"	"13,269,056.85"	0.38	"3,541,992,263.95"	103	6.41	0.06
312	PTTE13C1905A	0.4	0.45	0.4	0.41	2.5	"72,959,900.00"	"31,817,064.00"	"72,959,900.00"	"31,817,064.00"	60.8	"49,200,000.00"	-	-	-
313	KTC27P1905A	0.4	0.42	0.38	0.41	2.5	"1,666,500.00"	"674,505.00"	"1,666,500.00"	"674,505.00"	3.33	"20,500,000.00"	-	-	-
314	S	3.2	3.28	3.22	3.28	2.5	"9,992,200.00"	"32,526,440.00"	"9,992,259.00"	"32,526,631.16"	0.15	"22,480,199,287.60"	13.75	1.32	N/A
315	B	0.4	0.44	0.4	0.41	2.5	"603,700.00"	"249,708.00"	"603,781.00"	"249,741.60"	0.07	"357,421,561.05"	N/A	0.64	N/A
316	QHOP	3.22	3.3	3.22	3.3	2.48	300	974	300	974	N/A	"631,290,000.00"	-	0.4	4.24
317	VNT	20.1	20.9	20.3	20.6	2.49	"4,238,500.00"	"87,453,130.00"	"4,238,501.00"	"87,453,150.60"	0.36	"24,414,984,946.40"	8.63	1.29	4.37
318	SAWA19C1901A	0.81	0.85	0.83	0.83	2.47	"1,135,200.00"	"953,566.00"	"1,135,200.00"	"953,566.00"	0.95	"99,600,000.00"	-	-	-
319	HANA	30.75	32	31.25	31.5	2.44	"3,864,100.00"	"122,055,600.00"	"3,864,454.00"	"122,066,672.00"	0.48	"25,353,684,090.00"	10.77	1.19	6.35
320	MINT01P1906A	0.42	0.43	0.42	0.43	2.38	"2,246,200.00"	"958,972.00"	"2,246,200.00"	"958,972.00"	2.67	"36,227,500.00"	-	-	-
321	GRAND	0.84	0.87	0.85	0.86	2.38	"1,517,200.00"	"1,310,721.00"	"1,517,249.00"	"1,310,763.15"	0.04	"3,109,699,769.90"	3.04	0.69	0.41
322	SKY	12.7	13.2	12.8	13	2.36	"433,600.00"	"5,664,400.00"	"433,600.00"	"5,664,400.00"	0.09	"6,289,216,518.00"	50.47	5.89	N/A
323	CHARAN	32	32.75	32.75	32.75	2.34	100	"3,275.00"	100	"3,275.00"	N/A	"393,000,000.00"	53.65	0.67	3.05
